There are 3002 active hosts online. The hosts are: 
1: 140.253.0.11
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Windows 7 Enterprise 7601 Service Pack 1 microsoft-ds
-----------------TCP Service Detail[4]-----------------
TCP Port Number: 623
Status:closed
reason:reset
Additional Info
Service: oob-ws-http
product: 
--------------------IP address detail--------------------
IP Address: 140.253.34.114
#################Host: 140.253.34.115#################
--------------------OS--------------------
Operating System is: Linux 3.2 - 4.9 Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 22
Status:open
reason:syn-ack
Additional InfoUbuntu Linux; protocol 2.0
Service: ssh
product: OpenSSH
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 111
Status:open
reason:syn-ack
Additional InfoRPC #100000
Service: rpcbind
product: 
--------------------IP address detail--------------------
IP Address: 140.253.34.115
#################Host: 140.253.34.119#################
--------------------OS--------------------
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 94
Operating System is: Microsoft Windows 10 1607 Accuracy is: 93
Operating System is: Microsoft Windows 10 1511 Accuracy is: 93
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 93
Operating System is: Microsoft Windows Server 2016 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 93
Operating System is: Microsoft Windows 10 1511 - 1607 Accuracy is: 93
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 93
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 92
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: http
product: VMware VirtualCenter Web service
-----------------TCP Service Detail[4]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Windows 10 Enterprise 10586 microsoft-ds
-----------------TCP Service Detail[5]-----------------
TCP Port Number: 902
Status:open
reason:syn-ack
Additional Info
Service: nagios-nsca
product: Nagios NSCA
-----------------TCP Service Detail[6]-----------------
TCP Port Number: 912
Status:open
reason:syn-ack
Additional InfoUses VNC, SOAP
Service: vmware-auth
product: VMware Authentication Daemon
--------------------IP address detail--------------------
IP Address: 140.253.34.119
#################Host: 140.253.34.123#################
--------------------OS--------------------
Operating System is: Microsoft Windows 10 1511 - 1607 Accuracy is: 95
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 94
Operating System is: Microsoft Windows 10 1607 Accuracy is: 93
Operating System is: Microsoft Windows 10 1511 Accuracy is: 93
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 93
Operating System is: Microsoft Windows Server 2016 Accuracy is: 93
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 93
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 91
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Microsoft Windows 7 - 10 microsoft-ds
--------------------IP address detail--------------------
IP Address: 140.253.34.123
#################Host: 140.253.34.124#################
--------------------OS--------------------
Operating System is: Linux 3.2 - 4.9 Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 22
Status:open
reason:syn-ack
Additional InfoUbuntu Linux; protocol 2.0
Service: ssh
product: OpenSSH
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: netbios-ssn
product: Samba smbd
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: netbios-ssn
product: Samba smbd
--------------------IP address detail--------------------
IP Address: 140.253.34.124
#################Host: 140.253.34.133#################
--------------------OS--------------------
Operating System is: Apple iPod touch audio player (iPhone OS 2.2) Accuracy is: 97
Operating System is: Apple TV 5.2.1 or 5.3 Accuracy is: 93
Operating System is: Apple Mac OS X 10.7.2 (Lion) (Darwin 11.2.0) Accuracy is: 93
Operating System is: Apple Mac OS X 10.3.9 (Panther) (Darwin 7.9.0, PowerPC) Accuracy is: 93
Operating System is: FreeBSD 5.4-STABLE Accuracy is: 92
Operating System is: Scientific Atlanta WebSTAR EPC2203 cable modem Accuracy is: 92
Operating System is: Apple Mac OS X 10.4.10 (Tiger) (Darwin 8.10.0, PowerPC) Accuracy is: 91
Operating System is: Brother DCP-L2540DN printer Accuracy is: 90
Operating System is: OpenBSD 4.4 Accuracy is: 90
Operating System is: Apple iOS 9.0 (Darwin 15.0.0) Accuracy is: 89
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 22
Status:open
reason:syn-ack
Additional Infoprotocol 2.0
Service: ssh
product: OpenSSH
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 88
Status:open
reason:syn-ack
Additional Infoserver time: 2018-07-25 10:32:49Z
Service: kerberos-sec
product: Heimdal Kerberos
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Info
Service: microsoft-ds
product: 
-----------------TCP Service Detail[4]-----------------
TCP Port Number: 548
Status:open
reason:syn-ack
Additional Info
Service: afp
product: 
--------------------IP address detail--------------------
IP Address: 140.253.34.133
#################Host: 140.253.34.135#################
--------------------OS--------------------
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 100
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 100
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 100
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 100
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 100
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Windows 7 Enterprise 7601 Service Pack 1 microsoft-ds
--------------------IP address detail--------------------
IP Address: 140.253.34.135
#################Host: 140.253.34.136#################
--------------------OS--------------------
Operating System is: Apple Mac OS X 10.7.0 (Lion) - 10.12 (Sierra) or iOS 4.1 - 9.3.3 (Darwin 10.0.0 - 16.4.0) Accuracy is: 97
Operating System is: Apple iOS 9.0 (Darwin 15.0.0) Accuracy is: 95
Operating System is: Apple OS X 10.11 (El Capitan) - 10.12 (Sierra) or iOS 10.1 - 10.2 (Darwin 15.4.0 - 16.6.0) Accuracy is: 94
Operating System is: Apple iOS 11.0 Accuracy is: 93
Operating System is: Apple iOS 5.0.1 Accuracy is: 93
Operating System is: Apple Mac OS X 10.7.4 - 10.7.5 (Lion) (Darwin 11.4.2) Accuracy is: 93
Operating System is: Apple Mac OS X 10.7.0 - 10.7.5 (Lion) or iOS 4.2 - 5.0.1 (Darwin 10.4.0 - 11.4.2) Accuracy is: 93
Operating System is: Apple Mac OS X 10.7.0 - 10.7.5 (Lion) (Darwin 11.0.0 - 11.4.2) Accuracy is: 93
Operating System is: Apple TV 5.2.1 or 5.3 Accuracy is: 93
Operating System is: Apple iOS 5.0.1 - 5.1.1 Accuracy is: 93
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 22
Status:open
reason:syn-ack
Additional Infoprotocol 2.0
Service: ssh
product: OpenSSH
--------------------IP address detail--------------------
IP Address: 140.253.34.136
#################Host: 140.253.34.138#################
--------------------OS--------------------
Operating System is: Linux 3.2 - 4.9 Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 22
Status:open
reason:syn-ack
Additional InfoUbuntu Linux; protocol 2.0
Service: ssh
product: OpenSSH
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info(Ubuntu)
Service: http
product: Apache httpd
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 111
Status:open
reason:syn-ack
Additional InfoRPC #100000
Service: rpcbind
product: 
-----------------TCP Service Detail[4]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: netbios-ssn
product: Samba smbd
-----------------TCP Service Detail[5]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: netbios-ssn
product: Samba smbd
--------------------IP address detail--------------------
IP Address: 140.253.34.138
#################Host: 140.253.34.140#################
--------------------OS--------------------
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 100
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 100
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 100
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 100
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 100
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Windows 7 Enterprise 7601 Service Pack 1 microsoft-ds
--------------------IP address detail--------------------
IP Address: 140.253.34.140
#################Host: 140.253.34.141#################
--------------------OS--------------------
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 100
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 100
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 100
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 100
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 100
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Windows 7 Enterprise 7601 Service Pack 1 microsoft-ds
--------------------IP address detail--------------------
IP Address: 140.253.34.141
#################Host: 140.253.34.152#################
--------------------OS--------------------
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 100
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 100
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Windows 7 Enterprise 7601 Service Pack 1 microsoft-ds
--------------------IP address detail--------------------
IP Address: 140.253.34.152
#################Host: 140.253.34.153#################
--------------------OS--------------------
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 98
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 98
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 98
Operating System is: Microsoft Windows Server 2008 SP1 Accuracy is: 94
Operating System is: Microsoft Windows Server 2012 or Windows Server 2012 R2 Accuracy is: 94
Operating System is: Microsoft Windows Vista SP0 - SP1 Accuracy is: 93
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 93
Operating System is: Microsoft Windows 7 Accuracy is: 93
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 93
Operating System is: Microsoft Windows 7 SP1 or Windows Server 2008 R2 Accuracy is: 92
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Windows 7 Enterprise 7601 Service Pack 1 microsoft-ds
-----------------TCP Service Detail[4]-----------------
TCP Port Number: 623
Status:closed
reason:reset
Additional Info
Service: oob-ws-http
product: 
--------------------IP address detail--------------------
IP Address: 140.253.34.153
#################Host: 140.253.34.166#################
--------------------OS--------------------
Operating System is: Microsoft Windows Server 2008 SP1 or Windows Server 2008 R2 Accuracy is: 86
Operating System is: Microsoft Windows XP SP2 Accuracy is: 85
Operating System is: Microsoft Windows 7 Accuracy is: 85
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Info
Service: microsoft-ds
product: 
--------------------IP address detail--------------------
IP Address: 140.253.34.166
#################Host: 140.253.34.169#################
--------------------OS--------------------
Operating System is: Microsoft Windows XP SP2 Accuracy is: 87
Operating System is: Microsoft Windows 7 Accuracy is: 85
Operating System is: Microsoft Windows Server 2008 SP1 or Windows Server 2008 R2 Accuracy is: 85
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Info
Service: microsoft-ds
product: 
--------------------IP address detail--------------------
IP Address: 140.253.34.169
#################Host: 140.253.34.171#################
--------------------OS--------------------
Operating System is: Microsoft Windows 10 1607 Accuracy is: 93
Operating System is: Microsoft Windows 10 1511 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 93
Operating System is: Microsoft Windows 10 1511 - 1607 Accuracy is: 93
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 92
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 92
Operating System is: Microsoft Windows Server 2016 Accuracy is: 92
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 92
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 91
Operating System is: Microsoft Windows Server 2008 R2 Accuracy is: 91
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Windows 10 Enterprise 10586 microsoft-ds
--------------------IP address detail--------------------
IP Address: 140.253.34.171
#################Host: 140.253.34.177#################
--------------------OS--------------------
Operating System is: Microsoft Windows 10 1511 - 1607 Accuracy is: 95
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 94
Operating System is: Microsoft Windows 10 1511 Accuracy is: 93
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 93
Operating System is: Microsoft Windows Server 2016 Accuracy is: 93
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 93
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 93
Operating System is: Microsoft Windows 10 1607 Accuracy is: 92
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Microsoft Windows 7 - 10 microsoft-ds
--------------------IP address detail--------------------
IP Address: 140.253.34.177
#################Host: 140.253.34.182#################
--------------------OS--------------------
Operating System is: Microsoft Windows 10 Accuracy is: 93
Operating System is: Microsoft Windows 10 1703 Accuracy is: 88
Operating System is: Microsoft Windows Server 2008 SP1 Accuracy is: 88
Operating System is: Microsoft Windows 10 1607 Accuracy is: 87
Operating System is: Microsoft Windows 10 1511 Accuracy is: 87
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 87
Operating System is: Microsoft Windows 10 1511 - 1607 Accuracy is: 86
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 85
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 85
Operating System is: Microsoft Windows Server 2016 Accuracy is: 85
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Microsoft Windows 7 - 10 microsoft-ds
--------------------IP address detail--------------------
IP Address: 140.253.34.182
#################Host: 140.253.34.187#################
--------------------OS--------------------
Operating System is: Microsoft Windows 10 1511 - 1607 Accuracy is: 95
Operating System is: Microsoft Windows 10 1607 Accuracy is: 93
Operating System is: Microsoft Windows 10 1511 Accuracy is: 93
Operating System is: Microsoft Windows Server 2016 Accuracy is: 93
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 93
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 92
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 92
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 91
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 22
Status:open
reason:syn-ack
Additional Infoprotocol 2.0
Service: ssh
product: Microsoft Windows IoT sshd
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[4]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Windows 10 Enterprise 14393 microsoft-ds
-----------------TCP Service Detail[5]-----------------
TCP Port Number: 5000
Status:open
reason:syn-ack
Additional InfoSSDP/UPnP
Service: http
product: Microsoft HTTPAPI httpd
--------------------IP address detail--------------------
IP Address: 140.253.34.187
#################Host: 140.253.34.196#################
--------------------OS--------------------
Operating System is: Microsoft Windows 10 1511 - 1607 Accuracy is: 95
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 94
Operating System is: Microsoft Windows 10 1511 Accuracy is: 93
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 93
Operating System is: Microsoft Windows Server 2016 Accuracy is: 93
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 93
Operating System is: Microsoft Windows 10 1607 Accuracy is: 92
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 91
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Microsoft Windows 7 - 10 microsoft-ds
-----------------TCP Service Detail[4]-----------------
TCP Port Number: 8080
Status:open
reason:syn-ack
Additional Info
Service: http
product: Embedthis HTTP lib httpd
--------------------IP address detail--------------------
IP Address: 140.253.34.196
#################Host: 140.253.34.210#################
--------------------OS--------------------
Operating System is: Microsoft Windows 10 1511 - 1607 Accuracy is: 95
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 94
Operating System is: Microsoft Windows 10 1607 Accuracy is: 93
Operating System is: Microsoft Windows 10 1511 Accuracy is: 93
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 93
Operating System is: Microsoft Windows Server 2016 Accuracy is: 93
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7 Accuracy is: 93
Operating System is: Microsoft Windows Embedded Standard 7 Accuracy is: 93
Operating System is: Microsoft Windows Vista SP2, Windows 7 SP1, or Windows Server 2008 Accuracy is: 93
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Windows 10 Enterprise 14393 microsoft-ds
--------------------IP address detail--------------------
IP Address: 140.253.34.210
#################Host: 140.253.34.212#################
--------------------OS--------------------
Operating System is: Microsoft Windows 10 Accuracy is: 95
Operating System is: Microsoft Windows Server 2008 SP1 Accuracy is: 90
Operating System is: Microsoft Windows 10 1703 Accuracy is: 89
Operating System is: Microsoft Windows 10 1511 - 1607 Accuracy is: 88
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 88
Operating System is: Microsoft Windows 10 1607 Accuracy is: 87
Operating System is: Microsoft Windows 10 1511 Accuracy is: 87
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 87
Operating System is: Microsoft Windows Server 2016 Accuracy is: 87
Operating System is: Microsoft Windows 7 Professional or Windows 8 Accuracy is: 87
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Infoworkgroup: NEXUS
Service: microsoft-ds
product: Microsoft Windows 7 - 10 microsoft-ds
-----------------TCP Service Detail[4]-----------------
TCP Port Number: 902
Status:open
reason:syn-ack
Additional InfoUses VNC, SOAP
Service: vmware-auth
product: VMware Authentication Daemon
-----------------TCP Service Detail[5]-----------------
TCP Port Number: 912
Status:open
reason:syn-ack
Additional InfoUses VNC, SOAP
Service: vmware-auth
product: VMware Authentication Daemon
--------------------IP address detail--------------------
IP Address: 140.253.34.212
#################Host: 140.253.34.213#################
--------------------OS--------------------
Operating System is: Microsoft Windows Server 2008 SP1 or Windows Server 2008 R2 Accuracy is: 86
Operating System is: Microsoft Windows XP SP2 Accuracy is: 85
Operating System is: Microsoft Windows 7 Accuracy is: 85
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 135
Status:open
reason:syn-ack
Additional Info
Service: msrpc
product: Microsoft Windows RPC
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 139
Status:open
reason:syn-ack
Additional Info
Service: netbios-ssn
product: Microsoft Windows netbios-ssn
-----------------TCP Service Detail[3]-----------------
TCP Port Number: 445
Status:open
reason:syn-ack
Additional Info
Service: microsoft-ds
product: 
--------------------IP address detail--------------------
IP Address: 140.253.34.213
#################Host: 140.253.34.215#################
--------------------OS--------------------
Operating System is: Microsoft Windows 10 Accuracy is: 95
Operating System is: Microsoft Windows Server 2008 SP1 Accuracy is: 90
Operating System is: Microsoft Windows 10 1703 Accuracy is: 89
Operating System is: Microsoft Windows 10 1511 - 1607 Accuracy is: 88
Operating System is: Microsoft Windows Phone 7.5 or 8.0 Accuracy is: 88
Operating System is: Microsoft Windows 10 1607 Accuracy is: 87
Operating System is: Microsoft Windows 10 1511 Accuracy is: 87
Operating System is: Microsoft Windows Server 2008 R2 or Windows 8.1 Accuracy is: 87
